siren;trancheEffectifsEtablissement;anneeEffectifsEtablissement;trancheEffectifsEtablissement_texte
211703004;42.0;2017.0;1 000 à 1 999 salariés
211903109;41.0;2017.0;500 à 999 salariés
212000046;42.0;2017.0;1 000 à 1 999 salariés
212000335;41.0;2017.0;500 à 999 salariés
212102313;42.0;2017.0;1 000 à 1 999 salariés
212202782;41.0;2017.0;500 à 999 salariés
212500565;41.0;2017.0;500 à 999 salariés
212503882;41.0;2017.0;500 à 999 salariés
212603625;41.0;2017.0;500 à 999 salariés
212702294;42.0;2017.0;1 000 à 1 999 salariés
212902324;41.0;2017.0;500 à 999 salariés
213000078;41.0;2017.0;500 à 999 salariés
213001894;42.0;2017.0;1 000 à 1 999 salariés
213100696;41.0;2017.0;500 à 999 salariés
213101496;42.0;2017.0;1 000 à 1 999 salariés
213105554;52.0;2017.0;5 000 à 9 999 salariés
213300635;51.0;2017.0;2 000 à 4 999 salariés
213302813;41.0;2017.0;500 à 999 salariés
213303183;41.0;2017.0;500 à 999 salariés
213304496;41.0;2017.0;500 à 999 salariés
213400039;41.0;2017.0;500 à 999 salariés
213400328;42.0;2017.0;1 000 à 1 999 salariés
213401722;51.0;2017.0;2 000 à 4 999 salariés
213403017;41.0;2017.0;500 à 999 salariés
213502388;51.0;2017.0;2 000 à 4 999 salariés
213502883;41.0;2017.0;500 à 999 salariés
213702616;41.0;2017.0;500 à 999 salariés
213801517;41.0;2017.0;500 à 999 salariés
213801855;51.0;2017.0;2 000 à 4 999 salariés
213804214;41.0;2017.0;500 à 999 salariés
214100182;41.0;2017.0;500 à 999 salariés
214202186;51.0;2017.0;2 000 à 4 999 salariés
214401093;51.0;2017.0;2 000 à 4 999 salariés
214401143;41.0;2017.0;500 à 999 salariés
214401432;41.0;2017.0;500 à 999 salariés
214401622;42.0;2017.0;1 000 à 1 999 salariés
214401846;42.0;2017.0;1 000 à 1 999 salariés
214502346;42.0;2017.0;1 000 à 1 999 salariés
214900078;51.0;2017.0;2 000 à 4 999 salariés
214900995;41.0;2017.0;500 à 999 salariés
215101015;41.0;2017.0;500 à 999 salariés
215301300;42.0;2017.0;1 000 à 1 999 salariés
215403957;42.0;2017.0;1 000 à 1 999 salariés
215601212;41.0;2017.0;500 à 999 salariés
215602608;42.0;2017.0;1 000 à 1 999 salariés
215704636;51.0;2017.0;2 000 à 4 999 salariés
215706722;41.0;2017.0;500 à 999 salariés
215801945;41.0;2017.0;500 à 999 salariés
215900093;42.0;2017.0;1 000 à 1 999 salariés
215901224;41.0;2017.0;500 à 999 salariés
215902719;41.0;2017.0;500 à 999 salariés
215902735;41.0;2017.0;500 à 999 salariés
215903501;51.0;2017.0;2 000 à 4 999 salariés
215903550;41.0;2017.0;500 à 999 salariés
215903782;41.0;2017.0;500 à 999 salariés
215905126;42.0;2017.0;1 000 à 1 999 salariés
215905993;42.0;2017.0;1 000 à 1 999 salariés
215906066;41.0;2017.0;500 à 999 salariés
215906504;41.0;2017.0;500 à 999 salariés
216000562;41.0;2017.0;500 à 999 salariés
216001586;41.0;2017.0;500 à 999 salariés
216001743;41.0;2017.0;500 à 999 salariés
216200410;41.0;2017.0;500 à 999 salariés
216201608;41.0;2017.0;500 à 999 salariés
216201939;42.0;2017.0;1 000 à 1 999 salariés
216204271;41.0;2017.0;500 à 999 salariés
216209106;41.0;2017.0;500 à 999 salariés
216301135;42.0;2017.0;1 000 à 1 999 salariés
216401026;41.0;2017.0;500 à 999 salariés
216404459;42.0;2017.0;1 000 à 1 999 salariés
216601369;41.0;2017.0;500 à 999 salariés
216601369;41.0;2017.0;500 à 999 salariés
216800664;41.0;2017.0;500 à 999 salariés
216900340;41.0;2017.0;500 à 999 salariés
216901231;51.0;2017.0;2 000 à 4 999 salariés
216901231;41.0;2017.0;500 à 999 salariés
216901231;51.0;2017.0;2 000 à 4 999 salariés
216902569;41.0;2017.0;500 à 999 salariés
216902593;42.0;2017.0;1 000 à 1 999 salariés
216902668;42.0;2017.0;1 000 à 1 999 salariés
216902759;41.0;2017.0;500 à 999 salariés
216902908;41.0;2017.0;500 à 999 salariés
217100767;41.0;2017.0;500 à 999 salariés
217102706;41.0;2017.0;500 à 999 salariés
217201813;42.0;2017.0;1 000 à 1 999 salariés
217300656;42.0;2017.0;1 000 à 1 999 salariés
217500016;42.0;2017.0;1 000 à 1 999 salariés
217500016;41.0;2017.0;500 à 999 salariés
217500016;42.0;2017.0;1 000 à 1 999 salariés
217500016;41.0;2017.0;500 à 999 salariés
217500016;42.0;2017.0;1 000 à 1 999 salariés
217500016;41.0;2017.0;500 à 999 salariés
217500016;42.0;2017.0;1 000 à 1 999 salariés
217500016;42.0;2017.0;1 000 à 1 999 salariés
217500016;41.0;2017.0;500 à 999 salariés
217500016;41.0;2017.0;500 à 999 salariés
217602176;41.0;2017.0;500 à 999 salariés
217603513;51.0;2017.0;2 000 à 4 999 salariés
217605401;42.0;2017.0;1 000 à 1 999 salariés
217701085;41.0;2017.0;500 à 999 salariés
217702844;42.0;2017.0;1 000 à 1 999 salariés
217702885;41.0;2017.0;500 à 999 salariés
217702943;41.0;2017.0;500 à 999 salariés
217704451;41.0;2017.0;500 à 999 salariés
217801463;41.0;2017.0;500 à 999 salariés
217801729;41.0;2017.0;500 à 999 salariés
217802974;41.0;2017.0;500 à 999 salariés
217803618;41.0;2017.0;500 à 999 salariés
217804236;41.0;2017.0;500 à 999 salariés
217804400;41.0;2017.0;500 à 999 salariés
217804988;41.0;2017.0;500 à 999 salariés
217805514;41.0;2017.0;500 à 999 salariés
217806215;41.0;2017.0;500 à 999 salariés
217806405;41.0;2017.0;500 à 999 salariés
217806462;42.0;2017.0;1 000 à 1 999 salariés
217901917;41.0;2017.0;500 à 999 salariés
218100659;41.0;2017.0;500 à 999 salariés
218201218;41.0;2017.0;500 à 999 salariés
218300614;41.0;2017.0;500 à 999 salariés
218300622;41.0;2017.0;500 à 999 salariés
218300697;42.0;2017.0;1 000 à 1 999 salariés
218301182;41.0;2017.0;500 à 999 salariés
218301265;42.0;2017.0;1 000 à 1 999 salariés
218301299;41.0;2017.0;500 à 999 salariés
218301372;41.0;2017.0;500 à 999 salariés
218400075;42.0;2017.0;1 000 à 1 999 salariés
218400315;41.0;2017.0;500 à 999 salariés
218501914;42.0;2017.0;1 000 à 1 999 salariés
218601946;41.0;2017.0;500 à 999 salariés
218708501;42.0;2017.0;1 000 à 1 999 salariés
218801603;41.0;2017.0;500 à 999 salariés
218900249;41.0;2017.0;500 à 999 salariés
218903870;41.0;2017.0;500 à 999 salariés
219000106;41.0;2017.0;500 à 999 salariés
219101748;42.0;2017.0;1 000 à 1 999 salariés
219102282;41.0;2017.0;500 à 999 salariés
219102860;41.0;2017.0;500 à 999 salariés
219103777;41.0;2017.0;500 à 999 salariés
219104775;41.0;2017.0;500 à 999 salariés
219105210;41.0;2017.0;500 à 999 salariés
219106929;41.0;2017.0;500 à 999 salariés
219200029;41.0;2017.0;500 à 999 salariés
219200045;42.0;2017.0;1 000 à 1 999 salariés
219200078;41.0;2017.0;500 à 999 salariés
219200094;41.0;2017.0;500 à 999 salariés
219200128;51.0;2017.0;2 000 à 4 999 salariés
219200193;41.0;2017.0;500 à 999 salariés
219200201;41.0;2017.0;500 à 999 salariés
219200235;41.0;2017.0;500 à 999 salariés
219200243;42.0;2017.0;1 000 à 1 999 salariés
219200250;42.0;2017.0;1 000 à 1 999 salariés
219200268;42.0;2017.0;1 000 à 1 999 salariés
219200359;41.0;2017.0;500 à 999 salariés
219200367;42.0;2017.0;1 000 à 1 999 salariés
219200409;41.0;2017.0;500 à 999 salariés
219200441;42.0;2017.0;1 000 à 1 999 salariés
219200466;41.0;2017.0;500 à 999 salariés
219200482;41.0;2017.0;500 à 999 salariés
219200490;42.0;2017.0;1 000 à 1 999 salariés
219200508;51.0;2017.0;2 000 à 4 999 salariés
219200516;42.0;2017.0;1 000 à 1 999 salariés
219200623;42.0;2017.0;1 000 à 1 999 salariés
219200631;51.0;2017.0;2 000 à 4 999 salariés
219200730;41.0;2017.0;500 à 999 salariés
219200755;41.0;2017.0;500 à 999 salariés
219200789;41.0;2017.0;500 à 999 salariés
219300019;42.0;2017.0;1 000 à 1 999 salariés
219300050;42.0;2017.0;1 000 à 1 999 salariés
219300068;41.0;2017.0;500 à 999 salariés
219300076;41.0;2017.0;500 à 999 salariés
219300084;42.0;2017.0;1 000 à 1 999 salariés
219300100;42.0;2017.0;1 000 à 1 999 salariés
219300142;41.0;2017.0;500 à 999 salariés
219300274;41.0;2017.0;500 à 999 salariés
219300290;42.0;2017.0;1 000 à 1 999 salariés
219300316;41.0;2017.0;500 à 999 salariés
219300464;41.0;2017.0;500 à 999 salariés
219300480;51.0;2017.0;2 000 à 4 999 salariés
219300514;42.0;2017.0;1 000 à 1 999 salariés
219300530;41.0;2017.0;500 à 999 salariés
219300555;41.0;2017.0;500 à 999 salariés
219300647;41.0;2017.0;500 à 999 salariés
219300662;51.0;2017.0;2 000 à 4 999 salariés
219300704;42.0;2017.0;1 000 à 1 999 salariés
219300712;41.0;2017.0;500 à 999 salariés
219300720;41.0;2017.0;500 à 999 salariés
219300738;41.0;2017.0;500 à 999 salariés
219300779;41.0;2017.0;500 à 999 salariés
219300787;41.0;2017.0;500 à 999 salariés
219400033;41.0;2017.0;500 à 999 salariés
219400116;41.0;2017.0;500 à 999 salariés
219400165;41.0;2017.0;500 à 999 salariés
219400173;42.0;2017.0;1 000 à 1 999 salariés
219400181;41.0;2017.0;500 à 999 salariés
219400215;41.0;2017.0;500 à 999 salariés
219400223;41.0;2017.0;500 à 999 salariés
219400280;42.0;2017.0;1 000 à 1 999 salariés
219400330;42.0;2017.0;1 000 à 1 999 salariés
219400348;41.0;2017.0;500 à 999 salariés
219400371;41.0;2017.0;500 à 999 salariés
219400413;42.0;2017.0;1 000 à 1 999 salariés
219400439;41.0;2017.0;500 à 999 salariés
219400462;41.0;2017.0;500 à 999 salariés
219400546;41.0;2017.0;500 à 999 salariés
219400686;42.0;2017.0;1 000 à 1 999 salariés
219400769;41.0;2017.0;500 à 999 salariés
219400785;41.0;2017.0;500 à 999 salariés
219400793;41.0;2017.0;500 à 999 salariés
219400801;41.0;2017.0;500 à 999 salariés
219400819;51.0;2017.0;2 000 à 4 999 salariés
219500188;42.0;2017.0;1 000 à 1 999 salariés
219500634;41.0;2017.0;500 à 999 salariés
219501277;41.0;2017.0;500 à 999 salariés
219502523;41.0;2017.0;500 à 999 salariés
219502689;41.0;2017.0;500 à 999 salariés
219505856;41.0;2017.0;500 à 999 salariés
219711017;41.0;2017.0;500 à 999 salariés
219711033;41.0;2017.0;500 à 999 salariés
219711173;41.0;2017.0;500 à 999 salariés
219722097;42.0;2017.0;1 000 à 1 999 salariés
219722139;41.0;2017.0;500 à 999 salariés
219722220;41.0;2017.0;500 à 999 salariés
219733029;41.0;2017.0;500 à 999 salariés
219740073;41.0;2017.0;500 à 999 salariés
219740099;41.0;2017.0;500 à 999 salariés
219740107;41.0;2017.0;500 à 999 salariés
219740115;51.0;2017.0;2 000 à 4 999 salariés
219740123;41.0;2017.0;500 à 999 salariés
219740131;41.0;2017.0;500 à 999 salariés
219740149;42.0;2017.0;1 000 à 1 999 salariés
219740156;51.0;2017.0;2 000 à 4 999 salariés
219740164;42.0;2017.0;1 000 à 1 999 salariés
219740180;41.0;2017.0;500 à 999 salariés
219740222;42.0;2017.0;1 000 à 1 999 salariés
220100010;42.0;2017.0;1 000 à 1 999 salariés
220100010;41.0;2017.0;500 à 999 salariés
220200026;42.0;2017.0;1 000 à 1 999 salariés
220300016;41.0;2017.0;500 à 999 salariés
220500011;41.0;2017.0;500 à 999 salariés
220600019;51.0;2017.0;2 000 à 4 999 salariés
220700017;42.0;2017.0;1 000 à 1 999 salariés
220800049;41.0;2017.0;500 à 999 salariés
221000052;41.0;2017.0;500 à 999 salariés
221100019;42.0;2017.0;1 000 à 1 999 salariés
221300015;52.0;2017.0;5 000 à 9 999 salariés
221300015;41.0;2017.0;500 à 999 salariés
221401185;42.0;2017.0;1 000 à 1 999 salariés
221401185;41.0;2017.0;500 à 999 salariés
221401185;41.0;2017.0;500 à 999 salariés
221500010;41.0;2017.0;500 à 999 salariés
221600018;42.0;2017.0;1 000 à 1 999 salariés
221700016;41.0;2017.0;500 à 999 salariés
221700016;41.0;2017.0;500 à 999 salariés
221700016;41.0;2017.0;500 à 999 salariés
221800014;41.0;2017.0;500 à 999 salariés
221927205;42.0;2017.0;1 000 à 1 999 salariés
222100018;51.0;2017.0;2 000 à 4 999 salariés
222200016;51.0;2017.0;2 000 à 4 999 salariés
222309627;41.0;2017.0;500 à 999 salariés
222400012;51.0;2017.0;2 000 à 4 999 salariés
222500019;42.0;2017.0;1 000 à 1 999 salariés
222600017;51.0;2017.0;2 000 à 4 999 salariés
222702292;42.0;2017.0;1 000 à 1 999 salariés
222800013;42.0;2017.0;1 000 à 1 999 salariés
222900011;51.0;2017.0;2 000 à 4 999 salariés
223000019;51.0;2017.0;2 000 à 4 999 salariés
223100017;51.0;2017.0;2 000 à 4 999 salariés
223200015;41.0;2017.0;500 à 999 salariés
223300013;52.0;2017.0;5 000 à 9 999 salariés
223300013;41.0;2017.0;500 à 999 salariés
223400011;42.0;2017.0;1 000 à 1 999 salariés
223400011;41.0;2017.0;500 à 999 salariés
223400011;51.0;2017.0;2 000 à 4 999 salariés
223500018;41.0;2017.0;500 à 999 salariés
223500018;41.0;2017.0;500 à 999 salariés
223500018;41.0;2017.0;500 à 999 salariés
223600016;41.0;2017.0;500 à 999 salariés
223700014;51.0;2017.0;2 000 à 4 999 salariés
223800012;51.0;2017.0;2 000 à 4 999 salariés
223900010;42.0;2017.0;1 000 à 1 999 salariés
224000018;42.0;2017.0;1 000 à 1 999 salariés
224100016;42.0;2017.0;1 000 à 1 999 salariés
224200014;41.0;2017.0;500 à 999 salariés
224300012;41.0;2017.0;500 à 999 salariés
224400028;51.0;2017.0;2 000 à 4 999 salariés
224400028;42.0;2017.0;1 000 à 1 999 salariés
224500017;42.0;2017.0;1 000 à 1 999 salariés
224600015;41.0;2017.0;500 à 999 salariés
224700013;42.0;2017.0;1 000 à 1 999 salariés
224800011;41.0;2017.0;500 à 999 salariés
224900019;51.0;2017.0;2 000 à 4 999 salariés
224900019;41.0;2017.0;500 à 999 salariés
225005024;42.0;2017.0;1 000 à 1 999 salariés
225100015;42.0;2017.0;1 000 à 1 999 salariés
225100015;41.0;2017.0;500 à 999 salariés
225200013;41.0;2017.0;500 à 999 salariés
225300011;42.0;2017.0;1 000 à 1 999 salariés
225400019;42.0;2017.0;1 000 à 1 999 salariés
225400019;41.0;2017.0;500 à 999 salariés
225500016;41.0;2017.0;500 à 999 salariés
225600014;42.0;2017.0;1 000 à 1 999 salariés
225700012;51.0;2017.0;2 000 à 4 999 salariés
225800010;42.0;2017.0;1 000 à 1 999 salariés
225900018;42.0;2017.0;1 000 à 1 999 salariés
225900018;41.0;2017.0;500 à 999 salariés
225900018;41.0;2017.0;500 à 999 salariés
225900018;41.0;2017.0;500 à 999 salariés
225900018;41.0;2017.0;500 à 999 salariés
226000016;42.0;2017.0;1 000 à 1 999 salariés
226100014;42.0;2017.0;1 000 à 1 999 salariés
226200012;51.0;2017.0;2 000 à 4 999 salariés
226200012;42.0;2017.0;1 000 à 1 999 salariés
226300010;42.0;2017.0;1 000 à 1 999 salariés
226400018;41.0;2017.0;500 à 999 salariés
226400018;41.0;2017.0;500 à 999 salariés
226600013;42.0;2017.0;1 000 à 1 999 salariés
226700011;51.0;2017.0;2 000 à 4 999 salariés
226800019;42.0;2017.0;1 000 à 1 999 salariés
226900017;41.0;2017.0;500 à 999 salariés
227000015;41.0;2017.0;500 à 999 salariés
227100013;42.0;2017.0;1 000 à 1 999 salariés
227200029;42.0;2017.0;1 000 à 1 999 salariés
227300019;51.0;2017.0;2 000 à 4 999 salariés
227400017;51.0;2017.0;2 000 à 4 999 salariés
227500055;41.0;2017.0;500 à 999 salariés
227500055;41.0;2017.0;500 à 999 salariés
227500055;42.0;2017.0;1 000 à 1 999 salariés
227605409;51.0;2017.0;2 000 à 4 999 salariés
227605409;41.0;2017.0;500 à 999 salariés
227605409;41.0;2017.0;500 à 999 salariés
227605409;41.0;2017.0;500 à 999 salariés
227700010;51.0;2017.0;2 000 à 4 999 salariés
227700010;41.0;2017.0;500 à 999 salariés
227806460;51.0;2017.0;2 000 à 4 999 salariés
227900016;42.0;2017.0;1 000 à 1 999 salariés
228000014;42.0;2017.0;1 000 à 1 999 salariés
228100012;42.0;2017.0;1 000 à 1 999 salariés
228200010;41.0;2017.0;500 à 999 salariés
228300018;52.0;2017.0;5 000 à 9 999 salariés
228400016;51.0;2017.0;2 000 à 4 999 salariés
228600011;41.0;2017.0;500 à 999 salariés
228708517;42.0;2017.0;1 000 à 1 999 salariés
228800017;42.0;2017.0;1 000 à 1 999 salariés
228900015;42.0;2017.0;1 000 à 1 999 salariés
229000013;41.0;2017.0;500 à 999 salariés
229102280;51.0;2017.0;2 000 à 4 999 salariés
229200506;52.0;2017.0;5 000 à 9 999 salariés
229300082;52.0;2017.0;5 000 à 9 999 salariés
229400288;52.0;2017.0;5 000 à 9 999 salariés
229501275;51.0;2017.0;2 000 à 4 999 salariés
229710017;51.0;2017.0;2 000 à 4 999 salariés
229740014;51.0;2017.0;2 000 à 4 999 salariés
229740014;41.0;2017.0;500 à 999 salariés
231300021;52.0;2017.0;5 000 à 9 999 salariés
233500016;51.0;2017.0;2 000 à 4 999 salariés
234400034;41.0;2017.0;500 à 999 salariés
234400034;51.0;2017.0;2 000 à 4 999 salariés
234500023;51.0;2017.0;2 000 à 4 999 salariés
237500079;42.0;2017.0;1 000 à 1 999 salariés
237500079;52.0;2017.0;5 000 à 9 999 salariés
239710015;42.0;2017.0;1 000 à 1 999 salariés
239740012;51.0;2017.0;2 000 à 4 999 salariés
240600585;41.0;2017.0;500 à 999 salariés
242500361;42.0;2017.0;1 000 à 1 999 salariés
242900314;51.0;2017.0;2 000 à 4 999 salariés
243100518;52.0;2017.0;5 000 à 9 999 salariés
243100633;41.0;2017.0;500 à 999 salariés
243300316;51.0;2017.0;2 000 à 4 999 salariés
243300316;42.0;2017.0;1 000 à 1 999 salariés
243400017;42.0;2017.0;1 000 à 1 999 salariés
243400470;41.0;2017.0;500 à 999 salariés
243400769;41.0;2017.0;500 à 999 salariés
243500139;42.0;2017.0;1 000 à 1 999 salariés
243700754;41.0;2017.0;500 à 999 salariés
243800604;41.0;2017.0;500 à 999 salariés
244000808;41.0;2017.0;500 à 999 salariés
244200770;41.0;2017.0;500 à 999 salariés
244400404;51.0;2017.0;2 000 à 4 999 salariés
244900015;41.0;2017.0;500 à 999 salariés
245400676;42.0;2017.0;1 000 à 1 999 salariés
245900410;51.0;2017.0;2 000 à 4 999 salariés
245900428;42.0;2017.0;1 000 à 1 999 salariés
246100663;41.0;2017.0;500 à 999 salariés
246300701;41.0;2017.0;500 à 999 salariés
246700488;52.0;2017.0;5 000 à 9 999 salariés
247100589;41.0;2017.0;500 à 999 salariés
247200132;42.0;2017.0;1 000 à 1 999 salariés
248000531;51.0;2017.0;2 000 à 4 999 salariés
248300543;42.0;2017.0;1 000 à 1 999 salariés
248500589;41.0;2017.0;500 à 999 salariés
249500109;41.0;2017.0;500 à 999 salariés
249740077;42.0;2017.0;1 000 à 1 999 salariés
256701152;41.0;2017.0;500 à 999 salariés
257550004;42.0;2017.0;1 000 à 1 999 salariés
260100045;51.0;2017.0;2 000 à 4 999 salariés
260110218;41.0;2017.0;500 à 999 salariés
260200340;42.0;2017.0;1 000 à 1 999 salariés
260208616;51.0;2017.0;2 000 à 4 999 salariés
260208624;42.0;2017.0;1 000 à 1 999 salariés
260208632;41.0;2017.0;500 à 999 salariés
260208640;41.0;2017.0;500 à 999 salariés
260208715;42.0;2017.0;1 000 à 1 999 salariés
260300173;42.0;2017.0;1 000 à 1 999 salariés
260300264;42.0;2017.0;1 000 à 1 999 salariés
260303839;42.0;2017.0;1 000 à 1 999 salariés
260400163;41.0;2017.0;500 à 999 salariés
260403589;42.0;2017.0;1 000 à 1 999 salariés
260500046;41.0;2017.0;500 à 999 salariés
260503479;42.0;2017.0;1 000 à 1 999 salariés
260600150;42.0;2017.0;1 000 à 1 999 salariés
260600176;42.0;2017.0;1 000 à 1 999 salariés
260600200;51.0;2017.0;2 000 à 4 999 salariés
260600473;41.0;2017.0;500 à 999 salariés
260600705;42.0;2017.0;1 000 à 1 999 salariés
260600705;41.0;2017.0;500 à 999 salariés
260600705;51.0;2017.0;2 000 à 4 999 salariés
260600705;51.0;2017.0;2 000 à 4 999 salariés
260700018;42.0;2017.0;1 000 à 1 999 salariés
260804893;41.0;2017.0;500 à 999 salariés
260804901;42.0;2017.0;1 000 à 1 999 salariés
260804927;41.0;2017.0;500 à 999 salariés
260900162;41.0;2017.0;500 à 999 salariés
260900238;42.0;2017.0;1 000 à 1 999 salariés
261000020;51.0;2017.0;2 000 à 4 999 salariés
261100028;42.0;2017.0;1 000 à 1 999 salariés
261100101;41.0;2017.0;500 à 999 salariés
261200117;42.0;2017.0;1 000 à 1 999 salariés
261200141;41.0;2017.0;500 à 999 salariés
261200208;41.0;2017.0;500 à 999 salariés
261300024;42.0;2017.0;1 000 à 1 999 salariés
261300040;41.0;2017.0;500 à 999 salariés
261300057;41.0;2017.0;500 à 999 salariés
261300065;41.0;2017.0;500 à 999 salariés
261300073;42.0;2017.0;1 000 à 1 999 salariés
261300081;51.0;2017.0;2 000 à 4 999 salariés
261300081;52.0;2017.0;5 000 à 9 999 salariés
261300081;42.0;2017.0;1 000 à 1 999 salariés
261300081;51.0;2017.0;2 000 à 4 999 salariés
261300081;42.0;2017.0;1 000 à 1 999 salariés
261300081;42.0;2017.0;1 000 à 1 999 salariés
261300115;42.0;2017.0;1 000 à 1 999 salariés
261300198;42.0;2017.0;1 000 à 1 999 salariés
261300206;42.0;2017.0;1 000 à 1 999 salariés
261300222;42.0;2017.0;1 000 à 1 999 salariés
261400915;42.0;2017.0;1 000 à 1 999 salariés
261400923;42.0;2017.0;1 000 à 1 999 salariés
261400931;52.0;2017.0;5 000 à 9 999 salariés
261400972;41.0;2017.0;500 à 999 salariés
261401004;41.0;2017.0;500 à 999 salariés
261401277;41.0;2017.0;500 à 999 salariés
261500136;41.0;2017.0;500 à 999 salariés
261502843;42.0;2017.0;1 000 à 1 999 salariés
261600324;41.0;2017.0;500 à 999 salariés
261600340;51.0;2017.0;2 000 à 4 999 salariés
261700025;42.0;2017.0;1 000 à 1 999 salariés
261700330;41.0;2017.0;500 à 999 salariés
261700355;41.0;2017.0;500 à 999 salariés
261700397;41.0;2017.0;500 à 999 salariés
261800056;41.0;2017.0;500 à 999 salariés
261800072;42.0;2017.0;1 000 à 1 999 salariés
261800239;41.0;2017.0;500 à 999 salariés
261803654;41.0;2017.0;500 à 999 salariés
261903108;42.0;2017.0;1 000 à 1 999 salariés
261927206;42.0;2017.0;1 000 à 1 999 salariés
261927503;41.0;2017.0;500 à 999 salariés
262000060;42.0;2017.0;1 000 à 1 999 salariés
262000086;41.0;2017.0;500 à 999 salariés
262000094;51.0;2017.0;2 000 à 4 999 salariés
262100068;41.0;2017.0;500 à 999 salariés
262100076;52.0;2017.0;5 000 à 9 999 salariés
262100183;41.0;2017.0;500 à 999 salariés
262200025;41.0;2017.0;500 à 999 salariés
262200074;41.0;2017.0;500 à 999 salariés
262200082;42.0;2017.0;1 000 à 1 999 salariés
262200090;51.0;2017.0;2 000 à 4 999 salariés
262309602;41.0;2017.0;500 à 999 salariés
262405632;41.0;2017.0;500 à 999 salariés
262405806;51.0;2017.0;2 000 à 4 999 salariés
262405988;41.0;2017.0;500 à 999 salariés
262501760;41.0;2017.0;500 à 999 salariés
262501760;52.0;2017.0;5 000 à 9 999 salariés
262504293;41.0;2017.0;500 à 999 salariés
262504624;42.0;2017.0;1 000 à 1 999 salariés
262600133;51.0;2017.0;2 000 à 4 999 salariés
262600141;41.0;2017.0;500 à 999 salariés
262611098;41.0;2017.0;500 à 999 salariés
262702780;41.0;2017.0;500 à 999 salariés
262703044;41.0;2017.0;500 à 999 salariés
262708746;41.0;2017.0;500 à 999 salariés
262708746;42.0;2017.0;1 000 à 1 999 salariés
262800048;51.0;2017.0;2 000 à 4 999 salariés
262800055;41.0;2017.0;500 à 999 salariés
262800170;42.0;2017.0;1 000 à 1 999 salariés
262900020;41.0;2017.0;500 à 999 salariés
262900038;41.0;2017.0;500 à 999 salariés
262900053;41.0;2017.0;500 à 999 salariés
262900061;41.0;2017.0;500 à 999 salariés
262900095;51.0;2017.0;2 000 à 4 999 salariés
262903610;51.0;2017.0;2 000 à 4 999 salariés
263000010;41.0;2017.0;500 à 999 salariés
263000036;52.0;2017.0;5 000 à 9 999 salariés
263000135;41.0;2017.0;500 à 999 salariés
263000176;42.0;2017.0;1 000 à 1 999 salariés
263100125;42.0;2017.0;1 000 à 1 999 salariés
263100125;52.0;2017.0;5 000 à 9 999 salariés
263100125;51.0;2017.0;2 000 à 4 999 salariés
263100125;51.0;2017.0;2 000 à 4 999 salariés
263100125;41.0;2017.0;500 à 999 salariés
263100125;41.0;2017.0;500 à 999 salariés
263100133;42.0;2017.0;1 000 à 1 999 salariés
263100182;41.0;2017.0;500 à 999 salariés
263200040;42.0;2017.0;1 000 à 1 999 salariés
263305591;41.0;2017.0;500 à 999 salariés
263305658;51.0;2017.0;2 000 à 4 999 salariés
263305823;41.0;2017.0;500 à 999 salariés
263305823;52.0;2017.0;5 000 à 9 999 salariés
263305823;51.0;2017.0;2 000 à 4 999 salariés
263305823;51.0;2017.0;2 000 à 4 999 salariés
263305849;42.0;2017.0;1 000 à 1 999 salariés
263305856;42.0;2017.0;1 000 à 1 999 salariés
263400111;51.0;2017.0;2 000 à 4 999 salariés
263400160;51.0;2017.0;2 000 à 4 999 salariés
263400160;51.0;2017.0;2 000 à 4 999 salariés
263400160;42.0;2017.0;1 000 à 1 999 salariés
263400160;41.0;2017.0;500 à 999 salariés
263400160;42.0;2017.0;1 000 à 1 999 salariés
263400160;51.0;2017.0;2 000 à 4 999 salariés
263403909;42.0;2017.0;1 000 à 1 999 salariés
263500050;51.0;2017.0;2 000 à 4 999 salariés
263500068;41.0;2017.0;500 à 999 salariés
263500076;52.0;2017.0;5 000 à 9 999 salariés
263500076;42.0;2017.0;1 000 à 1 999 salariés
263500076;41.0;2017.0;500 à 999 salariés
263500084;41.0;2017.0;500 à 999 salariés
263500126;41.0;2017.0;500 à 999 salariés
263500142;51.0;2017.0;2 000 à 4 999 salariés
263600033;51.0;2017.0;2 000 à 4 999 salariés
263700189;51.0;2017.0;2 000 à 4 999 salariés
263700189;41.0;2017.0;500 à 999 salariés
263700189;51.0;2017.0;2 000 à 4 999 salariés
263703910;41.0;2017.0;500 à 999 salariés
263707077;41.0;2017.0;500 à 999 salariés
263800062;42.0;2017.0;1 000 à 1 999 salariés
263800302;52.0;2017.0;5 000 à 9 999 salariés
263800302;41.0;2017.0;500 à 999 salariés
263800328;42.0;2017.0;1 000 à 1 999 salariés
263800385;41.0;2017.0;500 à 999 salariés
263900045;42.0;2017.0;1 000 à 1 999 salariés
263900052;42.0;2017.0;1 000 à 1 999 salariés
263900144;41.0;2017.0;500 à 999 salariés
264003328;42.0;2017.0;1 000 à 1 999 salariés
264004284;42.0;2017.0;1 000 à 1 999 salariés
264100033;51.0;2017.0;2 000 à 4 999 salariés
264100124;41.0;2017.0;500 à 999 salariés
264200130;41.0;2017.0;500 à 999 salariés
264200270;51.0;2017.0;2 000 à 4 999 salariés
264200304;42.0;2017.0;1 000 à 1 999 salariés
264200304;51.0;2017.0;2 000 à 4 999 salariés
